district_name,state,district_id,rate_all,rate_ind,rate_asian,rate_pacis,rate_black,rate_latino,rate_white,m_rate_all,m_rate_ind,m_rate_asian,m_rate_pacis,m_rate_black,m_rate_latino,m_rate_white,f_rate_all,f_rate_ind,f_rate_asian,f_rate_pacis,f_rate_black,f_rate_latino,f_rate_white,cnt_all,cnt_ind,cnt_asian,cnt_pacis,cnt_black,cnt_latino,cnt_white,m_cnt_all,m_cnt_ind,m_cnt_asian,m_cnt_pacis,m_cnt_black,m_cnt_latino,m_cnt_white,f_cnt_all,f_cnt_ind,f_cnt_asian,f_cnt_pacis,f_cnt_black,f_cnt_latino,f_cnt_white
JASPER CITY,AL,0101890,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JEFFERSON COUNTY,AL,0101920,5.34%,0.00%,0.00%,0.00%,8.70%,0.93%,3.04%,8.26%,0.00%,0.00%,0.00%,13.04%,1.85%,5.10%,2.13%,0.00%,0.00%,0.00%,3.92%,0.00%,1.00%,805,0,0,0,560,10,220,645,0,0,0,440,10,190,155,0,0,0,120,0,35
LAMAR COUNTY,AL,0101950,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANETT CITY SCHOOLS,AL,0101980,26.67%,,,,28.21%,0.00%,22.22%,41.67%,,,,42.86%,,50.00%,9.30%,,,,8.33%,,0.00%,120,0,0,0,110,0,10,100,0,0,0,90,0,10,20,0,0,0,15,0,0
LAUDERDALE COUNTY,AL,0102010,0.60%,0.00%,0.00%,,0.00%,0.00%,0.63%,1.17%,0.00%,0.00%,,0.00%,0.00%,1.24%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
LAWRENCE COUNTY,AL,0102040,1.94%,0.00%,0.00%,,6.25%,0.00%,2.36%,1.91%,0.00%,0.00%,,0.00%,0.00%,2.33%,1.97%,0.00%,,,0.00%,0.00%,2.40%,30,0,0,0,5,0,30,15,0,0,0,0,0,15,15,0,0,0,0,0,15
LEE COUNTY SCHOOLS,AL,0102070,2.93%,0.00%,0.00%,0.00%,6.12%,0.00%,2.27%,4.57%,0.00%,0.00%,0.00%,9.09%,0.00%,3.49%,1.13%,0.00%,0.00%,,2.08%,0.00%,0.63%,135,0,0,0,60,0,75,110,0,0,0,45,0,60,25,0,0,0,10,0,10
LEEDS CITY,AL,0100011,6.85%,,0.00%,,12.12%,0.00%,5.26%,10.26%,,,,15.79%,0.00%,8.00%,2.94%,,0.00%,,6.67%,0.00%,2.22%,50,0,0,0,20,0,25,40,0,0,0,15,0,20,10,0,0,0,5,0,5
LIMESTONE COUNTY,AL,0102100,1.59%,0.00%,0.00%,,2.33%,0.00%,1.54%,2.15%,0.00%,0.00%,,0.00%,0.00%,2.20%,0.99%,0.00%,0.00%,,0.00%,0.00%,0.81%,50,0,0,0,5,0,40,35,0,0,0,0,0,30,15,0,0,0,0,0,10
LINDEN CITY,AL,0102130,11.36%,,,,11.63%,0.00%,,16.67%,,,,17.39%,,,5.00%,,,,5.00%,,,25,0,0,0,25,0,0,20,0,0,0,20,0,0,5,0,0,0,5,0,0
LOWNDES COUNTY,AL,0102160,1.25%,,,,1.27%,,0.00%,2.50%,,,,2.53%,,0.00%,0.00%,,,,0.00%,,0.00%,10,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
MACON COUNTY,AL,0102190,1.82%,,,,1.83%,0.00%,0.00%,2.70%,,,,2.73%,,,0.92%,,,,0.93%,0.00%,,20,0,0,0,20,0,0,15,0,0,0,15,0,0,5,0,0,0,5,0,0
MADISON CITY,AL,0100008,1.08%,0.00%,0.00%,0.00%,2.76%,0.00%,0.66%,1.87%,0.00%,0.00%,0.00%,4.21%,0.00%,1.28%,0.22%,0.00%,0.00%,0.00%,1.18%,0.00%,0.00%,50,0,0,0,25,0,20,45,0,0,0,20,0,20,5,0,0,0,5,0,0
MADISON COUNTY,AL,0102220,1.64%,0.95%,0.00%,0.00%,3.30%,0.00%,1.43%,2.78%,1.75%,0.00%,0.00%,5.56%,0.00%,2.40%,0.38%,0.00%,0.00%,0.00%,0.71%,0.00%,0.37%,135,5,0,0,50,0,80,120,5,0,0,45,0,70,15,0,0,0,5,0,10
MARION COUNTY,AL,0102310,1.26%,0.00%,0.00%,,0.00%,0.00%,1.35%,1.80%,,0.00%,,0.00%,0.00%,1.94%,0.67%,0.00%,,,0.00%,0.00%,0.71%,20,0,0,0,0,0,20,15,0,0,0,0,0,15,5,0,0,0,0,0,5
MARSHALL COUNTY,AL,0100006,1.08%,0.00%,0.00%,,0.00%,0.00%,1.37%,2.05%,0.00%,,,0.00%,0.00%,2.60%,0.38%,0.00%,,,0.00%,0.00%,0.48%,30,0,0,0,0,0,30,30,0,0,0,0,0,30,5,0,0,0,0,0,5
MIDFIELD CITY,AL,0102350,12.90%,,,,13.48%,0.00%,0.00%,17.02%,,,,17.78%,0.00%,0.00%,8.89%,,,,9.09%,,,60,0,0,0,60,0,0,40,0,0,0,40,0,0,20,0,0,0,20,0,0
MOBILE COUNTY,AL,0102370,4.67%,1.61%,0.78%,0.00%,7.77%,0.96%,1.64%,6.92%,3.33%,1.61%,0.00%,11.14%,1.72%,2.79%,2.30%,0.00%,0.00%,0.00%,4.22%,0.00%,0.40%,"1,340",5,5,0,"1,095",5,210,"1,020",5,5,0,805,5,185,320,0,0,0,290,0,25
MONROE COUNTY,AL,0102400,1.55%,,0.00%,,2.00%,0.00%,0.00%,1.90%,,0.00%,,2.50%,,0.00%,1.11%,,0.00%,,1.43%,,0.00%,15,0,0,0,15,0,0,10,0,0,0,10,0,0,5,0,0,0,5,0,0
MONTGOMERY COUNTY,AL,0102430,6.35%,0.00%,0.00%,0.00%,8.14%,0.00%,1.83%,9.14%,0.00%,0.00%,,11.62%,0.00%,2.77%,3.39%,0.00%,0.00%,0.00%,4.41%,0.00%,0.42%,985,0,0,0,935,0,45,730,0,0,0,690,0,35,255,0,0,0,245,0,5
MORGAN COUNTY SCHOOLS,AL,0102480,0.96%,0.00%,0.00%,,0.00%,0.00%,1.11%,1.87%,0.00%,,,0.00%,0.00%,2.21%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,20,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0
MOUNTAIN BROOK CITY,AL,0102490,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSCLE SHOALS CITY,AL,0102520,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONEONTA CITY,AL,0102550,5.45%,,0.00%,,18.18%,5.00%,4.50%,5.88%,,0.00%,,0.00%,4.55%,7.14%,5.00%,,,,33.33%,0.00%,3.64%,45,0,0,0,10,10,25,25,0,0,0,0,5,20,20,0,0,0,10,0,10
OPELIKA CITY,AL,0102580,6.82%,0.00%,0.00%,,10.13%,0.00%,2.36%,9.27%,,0.00%,,13.22%,0.00%,4.48%,4.19%,,0.00%,,6.90%,0.00%,0.00%,135,0,0,0,120,0,15,95,0,0,0,80,0,15,40,0,0,0,40,0,0
OXFORD CITY,AL,0102635,4.52%,,0.00%,0.00%,13.13%,0.00%,2.15%,6.52%,,0.00%,,18.00%,0.00%,3.47%,2.35%,,0.00%,,8.16%,0.00%,0.74%,100,0,0,0,65,0,30,75,0,0,0,45,0,25,25,0,0,0,20,0,5
OZARK CITY,AL,0102640,11.26%,0.00%,0.00%,0.00%,17.89%,0.00%,6.19%,17.24%,0.00%,0.00%,0.00%,26.00%,0.00%,10.00%,5.66%,,0.00%,,8.89%,0.00%,1.92%,125,0,0,0,85,0,35,100,0,0,0,65,0,30,30,0,0,0,20,0,5
PELL CITY,AL,0102650,4.74%,0.00%,0.00%,,8.33%,11.11%,4.23%,8.12%,,0.00%,,15.38%,0.00%,7.04%,0.95%,,0.00%,,0.00%,0.00%,1.11%,105,0,0,0,20,5,80,95,0,0,0,20,0,70,10,0,0,0,0,0,10
PERRY COUNTY,AL,0102670,12.50%,,,,12.11%,,0.00%,17.35%,,,,17.53%,,0.00%,7.45%,,,,7.61%,,0.00%,120,0,0,0,115,0,0,85,0,0,0,85,0,0,35,0,0,0,35,0,0
PHENIX CITY,AL,0102700,5.74%,0.00%,0.00%,0.00%,8.87%,3.33%,1.86%,8.03%,0.00%,0.00%,0.00%,12.50%,6.25%,2.88%,3.27%,0.00%,0.00%,0.00%,5.00%,0.00%,0.78%,200,0,0,0,165,5,25,145,0,0,0,120,5,20,55,0,0,0,45,0,5
PICKENS COUNTY BOARD OF ECUATION,AL,0102730,4.06%,,0.00%,,5.00%,0.00%,3.28%,6.90%,,0.00%,,7.89%,0.00%,6.25%,0.79%,,0.00%,,1.56%,0.00%,0.00%,55,0,0,0,35,0,20,50,0,0,0,30,0,20,5,0,0,0,5,0,0
PIEDMONT CITY,AL,0102760,2.68%,,0.00%,,8.33%,0.00%,2.13%,3.23%,,,,14.29%,0.00%,1.92%,0.00%,,0.00%,,0.00%,,0.00%,15,0,0,0,5,0,10,10,0,0,0,5,0,5,0,0,0,0,0,0,0
PIKE COUNTY,AL,0102790,13.23%,0.00%,,,20.65%,0.00%,7.23%,16.35%,0.00%,,,24.49%,0.00%,8.70%,10.59%,0.00%,,,16.67%,0.00%,5.41%,125,0,0,0,95,0,30,85,0,0,0,60,0,20,45,0,0,0,35,0,10
RANDOLPH COUNTY,AL,0102820,2.11%,,,,5.26%,0.00%,1.54%,4.17%,,,,0.00%,0.00%,2.94%,0.00%,,,,0.00%,0.00%,0.00%,10,0,0,0,5,0,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0
ROANOKE CITY,AL,0102850,1.04%,,0.00%,,2.38%,0.00%,0.00%,2.13%,,0.00%,,4.76%,,0.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
RUSSELL COUNTY,AL,0102880,11.28%,0.00%,0.00%,0.00%,14.66%,4.35%,10.30%,16.10%,0.00%,0.00%,0.00%,18.97%,9.09%,15.08%,5.95%,0.00%,0.00%,0.00%,8.62%,0.00%,4.72%,220,0,0,0,85,5,120,165,0,0,0,55,5,95,55,0,0,0,25,0,25
RUSSELLVILLE CITY,AL,0102910,0.41%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARALAND CITY,AL,0100185,0.53%,0.00%,0.00%,,0.00%,0.00%,0.65%,0.98%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOTTSBORO CITY,AL,0102940,1.76%,,0.00%,,7.69%,0.00%,1.63%,3.45%,,0.00%,,12.50%,0.00%,3.23%,0.00%,,0.00%,,0.00%,0.00%,0.00%,25,0,0,0,5,0,20,25,0,0,0,5,0,20,0,0,0,0,0,0,0
SELMA CITY,AL,0102970,0.23%,,0.00%,,0.24%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.47%,,,,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
SHEFFIELD CITY,AL,0103000,6.61%,,0.00%,,6.25%,0.00%,7.58%,11.11%,,,,8.00%,0.00%,14.71%,1.72%,,,,4.17%,0.00%,0.00%,40,0,0,0,15,0,25,35,0,0,0,10,0,25,5,0,0,0,5,0,0
SHELBY COUNTY,AL,0103030,2.03%,0.00%,0.00%,,6.02%,1.01%,1.46%,3.14%,0.00%,0.00%,,8.16%,1.27%,2.51%,0.84%,,0.00%,,3.76%,0.71%,0.32%,275,0,0,0,115,15,140,220,0,0,0,80,10,125,55,0,0,0,35,5,15
ST CLAIR COUNTY,AL,0103062,0.77%,0.00%,0.00%,0.00%,1.67%,0.00%,0.88%,1.20%,0.00%,0.00%,0.00%,3.23%,0.00%,1.39%,0.27%,,0.00%,,0.00%,0.00%,0.31%,30,0,0,0,5,0,30,25,0,0,0,5,0,25,5,0,0,0,0,0,5
SYLACAUGA CITY,AL,0103120,3.64%,,0.00%,,6.33%,0.00%,2.26%,6.67%,,0.00%,,13.89%,0.00%,3.08%,0.87%,,0.00%,,2.33%,0.00%,1.47%,40,0,0,0,25,0,15,35,0,0,0,25,0,10,5,0,0,0,5,0,5
TALLADEGA CITY,AL,0103150,8.24%,,0.00%,,12.33%,0.00%,2.75%,12.59%,,,,17.95%,0.00%,5.88%,3.76%,,0.00%,,5.88%,0.00%,1.69%,110,0,0,0,90,0,15,85,0,0,0,70,0,15,25,0,0,0,20,0,5
TALLADEGA COUNTY,AL,0103180,4.07%,0.00%,0.00%,100.00%,6.88%,0.00%,2.52%,5.83%,0.00%,0.00%,,10.58%,0.00%,3.83%,2.24%,,0.00%,,3.51%,0.00%,1.06%,130,0,0,5,75,0,50,95,0,0,0,55,0,40,35,0,0,0,20,0,10
TALLAPOOSA COUNTY,AL,0103210,0.83%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TALLASSEE CITY,AL,0103240,0.66%,,0.00%,,2.50%,0.00%,0.00%,1.28%,,0.00%,,5.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
TARRANT CITY,AL,0103270,2.33%,,0.00%,,3.09%,0.00%,0.00%,3.23%,,0.00%,,4.44%,0.00%,0.00%,1.47%,,,,1.92%,0.00%,0.00%,15,0,0,0,15,0,0,10,0,0,0,10,0,0,5,0,0,0,5,0,0
THOMASVILLE CITY,AL,0103300,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TROY CITY,AL,0103330,4.39%,,0.00%,,4.70%,0.00%,4.69%,6.19%,,0.00%,,6.76%,0.00%,6.06%,2.59%,,0.00%,,2.67%,0.00%,3.23%,50,0,0,0,35,0,15,35,0,0,0,25,0,10,15,0,0,0,10,0,5
TRUSSVILLE CITY,AL,0100013,0.27%,0.00%,0.00%,,0.00%,0.00%,0.31%,0.55%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
TUSCALOOSA CITY,AL,0103360,5.24%,,0.00%,,7.08%,0.00%,0.81%,7.45%,,0.00%,,10.03%,0.00%,1.61%,2.69%,,0.00%,,3.90%,0.00%,0.00%,260,0,0,0,245,0,10,190,0,0,0,180,0,10,65,0,0,0,65,0,0
TUSCALOOSA COUNTY,AL,0103390,4.76%,0.00%,0.00%,,9.63%,2.70%,3.04%,7.65%,0.00%,0.00%,,14.60%,5.41%,5.15%,1.63%,0.00%,0.00%,,4.29%,0.00%,0.75%,395,0,0,0,210,10,170,330,0,0,0,165,10,150,65,0,0,0,45,0,20
TUSCUMBIA CITY,AL,0103420,2.19%,,0.00%,,3.03%,,1.00%,2.74%,,,,5.56%,,1.89%,0.00%,,,,0.00%,,0.00%,15,0,0,0,5,0,5,10,0,0,0,5,0,5,0,0,0,0,0,0,0
VESTAVIA HILLS CITY,AL,0103430,0.16%,0.00%,0.00%,,2.22%,0.00%,0.00%,0.30%,,0.00%,,4.55%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
WALKER COUNTY,AL,0103450,0.82%,0.00%,,,0.00%,0.00%,0.44%,1.55%,,,,0.00%,0.00%,0.84%,0.00%,,,,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0
WASHINGTON COUNTY,AL,0103480,1.49%,4.17%,,0.00%,2.08%,0.00%,0.00%,1.49%,0.00%,,,0.00%,0.00%,0.00%,1.49%,0.00%,,0.00%,4.00%,,0.00%,10,5,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0
WILCOX COUNTY,AL,0103510,0.49%,,,,0.49%,,0.00%,0.94%,,,,0.95%,,0.00%,0.00%,,,,0.00%,,,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
WINFIELD CITY,AL,0103540,1.06%,,,,0.00%,0.00%,1.16%,1.96%,,,,0.00%,0.00%,2.13%,0.00%,,,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
WINSTON COUNTY,AL,0103580,0.00%,,,,,0.00%,0.00%,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALMA SCHOOL DISTRICT,AR,0502250,2.35%,0.00%,0.00%,,0.00%,0.00%,2.17%,3.90%,0.00%,0.00%,,0.00%,0.00%,3.52%,0.00%,0.00%,,,0.00%,0.00%,0.00%,35,0,0,0,0,0,30,30,0,0,0,0,0,25,0,0,0,0,0,0,0
ALPENA SCHOOL DISTRICT,AR,0502280,1.54%,0.00%,,,0.00%,0.00%,1.75%,3.03%,,,,0.00%,0.00%,3.45%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
ARK. SCHOOL FOR THE BLIND,AR,0500035,0.00%,,,,0.00%,,0.00%,0.00%,,,,0.00%,,0.00%,0.00%,,,,0.00%,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKADELPHIA PUBLIC SCHOOL DISTRICT,AR,0502430,0.53%,,0.00%,,1.47%,0.00%,0.00%,1.04%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ARKANSAS VIRTUAL ACADEMY,AR,0500394,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARMOREL SCHOOL DISTRICT,AR,0502550,2.04%,,0.00%,,0.00%,0.00%,2.56%,4.35%,,0.00%,,0.00%,0.00%,5.56%,0.00%,,0.00%,,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
ASHDOWN SCHOOL DISTRICT,AR,0502580,2.26%,0.00%,,,2.50%,0.00%,2.27%,4.17%,0.00%,,,5.56%,0.00%,2.00%,1.61%,0.00%,,,0.00%,0.00%,0.00%,15,0,0,0,5,0,10,15,0,0,0,5,0,5,5,0,0,0,0,0,0
ATKINS SCHOOL DISTRICT,AR,0502610,1.08%,,,,,0.00%,1.14%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUGUSTA SCHOOL DISTRICT,AR,0502670,0.00%,,,,0.00%,,,0.00%,,,,0.00%,,,0.00%,,,,0.00%,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALD KNOB SCHOOL DISTRICT,AR,0502700,1.98%,,,,0.00%,0.00%,1.15%,1.82%,,,,0.00%,0.00%,2.08%,0.00%,,,,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BARTON-LEXA SCHOOL DISTRICT,AR,0502730,4.65%,0.00%,0.00%,,8.00%,0.00%,3.57%,7.32%,,0.00%,,9.09%,0.00%,3.57%,2.27%,,0.00%,,7.14%,0.00%,0.00%,20,0,0,0,10,0,10,15,0,0,0,5,0,5,5,0,0,0,5,0,0
BATESVILLE SCHOOL DISTRICT,AR,0500019,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.81%,1.14%,0.00%,0.00%,,0.00%,0.00%,1.52%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
BAUXITE SCHOOL DISTRICT,AR,0502790,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAY SCHOOL DISTRICT,AR,0502820,3.17%,,0.00%,,0.00%,0.00%,3.28%,5.88%,,,,0.00%,,6.25%,0.00%,,,,,,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
BEARDEN SCHOOL DISTRICT,AR,0500032,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEBE SCHOOL DISTRICT,AR,0502880,1.06%,0.00%,0.00%,,7.14%,0.00%,0.89%,2.11%,,0.00%,,14.29%,0.00%,1.75%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,20,0,0,0,5,0,15,20,0,0,0,5,0,15,0,0,0,0,0,0,0
BENTON SCHOOL DISTRICT,AR,0502960,1.37%,0.00%,0.00%,,2.78%,0.00%,1.13%,1.79%,,0.00%,,5.88%,0.00%,1.67%,0.47%,0.00%,0.00%,,0.00%,0.00%,0.58%,30,0,0,0,5,0,20,20,0,0,0,5,0,15,5,0,0,0,0,0,5
BENTONVILLE SCHOOL DISTRICT,AR,0503060,0.84%,0.00%,0.00%,0.00%,1.85%,0.64%,0.84%,1.40%,0.00%,0.00%,0.00%,3.85%,1.23%,1.49%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.32%,70,0,0,0,5,5,55,60,0,0,0,5,5,50,10,0,0,0,0,0,10
BERGMAN SCHOOL DISTRICT,AR,0503090,0.00%,0.00%,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,0.00%,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERRYVILLE SCHOOL DISTRICT,AR,0503150,0.56%,0.00%,0.00%,0.00%,,0.00%,0.76%,1.08%,,,0.00%,,0.00%,1.45%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BISMARCK SCHOOL DISTRICT,AR,0503240,1.33%,0.00%,0.00%,,0.00%,0.00%,1.54%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLEVINS SCHOOL DISTRICT,AR,0503300,3.70%,0.00%,0.00%,,0.00%,,2.50%,4.00%,,,,0.00%,,5.26%,0.00%,,0.00%,,0.00%,,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
BLYTHEVILLE SCHOOL DISTRICT,AR,0503320,9.74%,,0.00%,,12.66%,0.00%,1.52%,12.88%,,0.00%,,16.95%,0.00%,2.70%,6.16%,,0.00%,,8.04%,0.00%,0.00%,150,0,0,0,145,0,5,105,0,0,0,100,0,5,45,0,0,0,45,0,0
BOONEVILLE SCHOOL DISTRICT,AR,0503450,3.52%,0.00%,,,0.00%,14.29%,3.08%,5.48%,0.00%,,,,33.33%,4.48%,1.43%,0.00%,,,0.00%,0.00%,1.59%,25,0,0,0,0,5,20,20,0,0,0,0,5,15,5,0,0,0,0,0,5
BRADFORD SCHOOL DISTRICT,AR,0503480,3.03%,,,,0.00%,0.00%,3.13%,5.88%,,,,,,6.06%,0.00%,,,,,,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
BRADLEY SCHOOL DISTRICT,AR,0503510,11.76%,,,,15.38%,0.00%,10.00%,18.75%,,,,16.67%,0.00%,10.00%,5.56%,,,,14.29%,0.00%,0.00%,20,0,0,0,10,0,10,15,0,0,0,5,0,5,5,0,0,0,5,0,0
BRINKLEY School Distict,AR,0503630,12.28%,,,,15.15%,,8.33%,16.13%,,,,23.53%,,14.29%,7.69%,,,,6.25%,,0.00%,35,0,0,0,25,0,10,25,0,0,0,20,0,10,10,0,0,0,5,0,0
BROOKLAND SCHOOL DISTRICT,AR,0503640,2.07%,0.00%,0.00%,0.00%,0.00%,0.00%,1.73%,3.23%,0.00%,0.00%,,0.00%,0.00%,3.39%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0
BRYANT SCHOOL DISTRICT,AR,0503690,4.15%,0.00%,0.00%,0.00%,9.72%,4.92%,3.58%,6.67%,0.00%,0.00%,,17.14%,9.38%,5.49%,1.37%,0.00%,0.00%,0.00%,2.70%,0.00%,1.39%,160,0,0,0,35,15,110,135,0,0,0,30,15,90,25,0,0,0,5,0,20
BUFFALO IS. CENTRAL SCH. DIST.,AR,0503710,2.17%,,,,,0.00%,2.67%,4.08%,,,,,0.00%,4.88%,0.00%,,,,,0.00%,0.00%,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0
CABOT SCHOOL DISTRICT,AR,0503750,4.44%,0.00%,0.00%,0.00%,4.35%,1.96%,4.82%,7.64%,0.00%,0.00%,0.00%,9.09%,4.00%,8.26%,1.06%,0.00%,0.00%,0.00%,0.00%,0.00%,1.17%,260,0,0,0,5,5,255,230,0,0,0,5,5,225,30,0,0,0,0,0,30
CADDO HILLS SCHOOL DISTRICT,AR,0503770,4.23%,,0.00%,,,0.00%,5.36%,8.33%,,,,,0.00%,10.34%,0.00%,,,,,0.00%,0.00%,15,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,0,0,0
CALICO ROCK SCHOOL DISTRICT,AR,0503840,6.00%,0.00%,,,,0.00%,6.25%,8.00%,,,,,,8.00%,0.00%,0.00%,,,,0.00%,0.00%,15,0,0,0,0,0,15,10,0,0,0,0,0,10,0,0,0,0,0,0,0
CAMDEN FAIRVIEW SCHOOL DIST.,AR,0506060,3.32%,0.00%,0.00%,,5.04%,0.00%,1.23%,4.03%,,0.00%,,7.04%,0.00%,0.00%,2.56%,,0.00%,,2.94%,0.00%,0.00%,40,0,0,0,35,0,5,25,0,0,0,25,0,0,15,0,0,0,10,0,0
